id,name,set_name,stored_id,row_lang,id_lang,id_product,id_console,current_value,price_source_url
jp-l1: ss-078,Darkness Energy,SoulSilver Collection,2677906,JA,EN,Darkness Energy #121,Pokemon HeartGold & SoulSilver,51.9,
jp-m-028,Fighting Energy,Movie Commemoration Random Pack,10932240,JA,ZH,Fighting Energy #2001,Pokemon Chinese Gem Pack 3,5.0,
jp-M1S-092,Mega Gardevoir,Mega Symphonia,2212593,JA,EN,Bathe in Dragonfire #92,Magic Fate Reforged,0.07,https://www.pricecharting.com/game/pokemon-japanese-mega-symphonia/mega-gardevoir-ex-92
jp-m4-063,Mega Dragalge,Ninja Spinner,2199238,JA,EN,Sage of the Falls #063,Magic Throne of Eldraine,0.1,https://www.pricecharting.com/game/pokemon-japanese-ninja-spinner/mega-dragalge-ex-63
jp-mg-013,Rocky Helmet,Mewtwo vs Genesect Deck Kit (Mewtwo),2205194,JA,EN,Forsake the Worldly #013,Magic Amonkhet,0.25,
jp-promo-001,Carnivine G,DPt-P Promos,845084,JA,EN,Carnivine G #DP42,Pokemon Promo,6.75,
jp-promo-007,Cyrus's Conspiracy,DPt-P Promos,845010,JA,EN,Treecko #007,Pokemon Promo,363.86,
jp-promo-008,Toxicroak G,DPt-P Promos,845083,JA,EN,Toxicroak G #DP41,Pokemon Promo,42.05,
jp-promo-009,Squirtle,DPt-P Promos,12351392,JA,EN,Squirtle #39,Pokemon Promo,29.99,
jp-promo-019,Battle Tower,DPt-P Promos,845021,JA,EN,Whismur #019,Pokemon Promo,6.22,
jp-promo-024,Water Energy,DPt-P Promos,845026,JA,EN,Chimecho #024,Pokemon Promo,9.99,
jp-promo-031,Victory Medal,DPt-P Promos,10466612,JA,EN,Victory Medal [2007-2008 Battle Road Autumn],Pokemon Promo,94.57,
jp-pt1-038,Manectric 1st Edition Holofoil,Galactic's Conquest,2201324,JA,EN,Wanderer's Strike [Foil] #038,Magic War of the Spark,0.32,
jp-pt1-060,Drapion LVX 1st Edition Holofoil,Galactic's Conquest,2199139,JA,EN,Overwhelmed Apprentice #060,Magic Throne of Eldraine,0.19,
jp-pt1-072,Slakoth 1st Edition,Galactic's Conquest,2209867,JA,EN,Lamplighter of Selhoff #072,Magic Shadows Over Innistrad,0.23,
jp-pt1-084,Level Max 1st Edition,Galactic's Conquest,2206233,JA,EN,Hungry Flames #084,Magic Aether Revolt,0.07,
jp-pt1-49,Skuntank G Unlimited,Galactic's Conquest,6945033,JA,EN,Basim Ibn Ishaq #49,Magic Assassin's Creed,1.82,
jp-pt1-61,Weavile G Unlimited Holofoil,Galactic's Conquest,6945045,JA,EN,Mary Read and Anne Bonny #61,Magic Assassin's Creed,0.4,
jp-pt2-039,NidoranM 1st Edition,Bonds to the End of Time,2212608,JA,EN,Lotus Path Djinn #39,Magic Fate Reforged,0.03,
jp-pt2-059,Carvanha 1st Edition,Bonds to the End of Time,2230822,JA,EN,Drifter il-Dal #059,Magic Time Spiral,0.16,
jp-pt2-070,Snorlax 1st Edition,Bonds to the End of Time,2213872,JA,EN,Mind Sculpt #070,Magic M15,0.32,
jp-pt2-084,Upper Energy 1st Edition,Bonds to the End of Time,2206233,JA,EN,Hungry Flames #084,Magic Aether Revolt,0.07,
jp-pt3-033,Milotic,Beat of the Frontier,2209643,JA,EN,Searing Light #033,Magic Oath of the Gatewatch,0.14,
jp-pt3-035,Empoleon FB,Beat of the Frontier,2209666,JA,EN,Spawnbinder Mage #035,Magic Oath of the Gatewatch,0.13,
jp-pt3-038,Electivire FB,Beat of the Frontier,2201324,JA,EN,Wanderer's Strike [Foil] #038,Magic War of the Spark,0.32,
jp-pt3-039,Electivire FB LV.X,Beat of the Frontier,2212608,JA,EN,Lotus Path Djinn #39,Magic Fate Reforged,0.03,
jp-pt3-040,Mime Jr.,Beat of the Frontier,2209537,JA,EN,Abstruse Interference #040,Magic Oath of the Gatewatch,0.07,
jp-pt3-041,Mr. Mime,Beat of the Frontier,2209539,JA,EN,Blinding Drone #041,Magic Oath of the Gatewatch,0.05,
jp-pt3-051,Dusknoir FB,Beat of the Frontier,2212568,JA,EN,Shifting Loyalties #51,Magic Fate Reforged,0.09,
jp-pt3-062,Murkrow,Beat of the Frontier,2209664,JA,EN,Roiling Waters #062,Magic Oath of the Gatewatch,0.04,
jp-pt3-071,Doduo,Beat of the Frontier,2209614,JA,EN,Flaying Tendrils #071,Magic Oath of the Gatewatch,0.08,
jp-pt3-101,Grass Energy,Beat of the Frontier,5333209,JA,EN,Oath of the Grey Host #101,Magic Lord of the Rings,0.3,
jp-pt3-107,Darkness Energy,Beat of the Frontier,2215148,JA,EN,Rise to the Challenge #107,Magic Born of the Gods,0.02,
jp-pt4-028,Froslass 1st Edition Holofoil,Advent of Arceus,2205243,JA,EN,Seraph of the Suns #028,Magic Amonkhet,0.25,
jp-pt4-051,Aerodactyl 1st Edition,Advent of Arceus,2212568,JA,EN,Shifting Loyalties #51,Magic Fate Reforged,0.09,
jp-pt4-084,Lucky Egg 1st Edition,Advent of Arceus,2206233,JA,EN,Hungry Flames #084,Magic Aether Revolt,0.07,
jp-pt4-095,Psychic Energy,Advent of Arceus,2212595,JA,EN,Collateral Damage #95,Magic Fate Reforged,0.06,
jp-r-023,Seadra 1st Edition,Rocket Gang Strikes Back,845025,JA,EN,Metang #023,Pokemon Promo,495.28,https://www.pricecharting.com/game/pokemon-japanese-rocket-gang-strikes-back/seadra-23
jp-r-039,Dark Ampharos 1st Edition Holofoil,Rocket Gang Strikes Back,2212608,JA,EN,Lotus Path Djinn #39,Magic Fate Reforged,0.03,https://www.pricecharting.com/game/pokemon-japanese-rocket-gang-strikes-back/dark-ampharos-39
jp-r-053,Rattata 1st Edition,Rocket Gang Strikes Back,2212616,JA,EN,Sultai Skullkeeper #53,Magic Fate Reforged,0.04,https://www.pricecharting.com/game/pokemon-japanese-rocket-gang-strikes-back/rattata-1st-edition-53
jp-r-066,Rockets Scizor ex 1st Edition Holofoil,Rocket Gang Strikes Back,2209178,JA,EN,Ghostly Wings #066,Magic Shadows Over Innistrad,0.09,https://www.pricecharting.com/game/pokemon-japanese-rocket-gang-strikes-back/rocket%27s-scizor-ex-66
jp-r-083,Energy 1st Edition,Rocket Gang Strikes Back,2209633,JA,EN,Corpse Churn #083,Magic Oath of the Gatewatch,0.1,https://www.pricecharting.com/game/pokemon-japanese-rocket-gang-strikes-back/r-energy-1st-edition-83
jp-s-p-018,Full Heal,S-P Promos,887478,JA,EN,Full Heal #51,Pokemon Champion's Path,0.14,
jp-s-p-042,Rolycoly,S-P Promos,887459,JA,EN,Rolycoly #31,Pokemon Champion's Path,0.12,
jp-s-p-138,Bede,S-P Promos,887477,JA,EN,Bede #50,Pokemon Champion's Path,0.13,
jp-s10b-001,Bulbasaur,Pokemon GO Japanese,3666965,JA,EN,Bulbasaur #1,Pokemon Go,1.4,
jp-s10b-006,Spinarak,Pokemon GO Japanese,3666970,JA,EN,Spinarak #6,Pokemon Go,0.99,
jp-s10b-012,Moltres,Pokemon GO Japanese,3666976,JA,EN,Moltres [Holo] #12,Pokemon Go,0.98,
jp-s10b-017,Blastoise,Pokemon GO Japanese,3666981,JA,EN,Blastoise [Holo] #17,Pokemon Go,2.54,
jp-s10b-022,Gyarados,Pokemon GO Japanese,3666986,JA,EN,Gyarados [Holo] #22,Pokemon Go,1.36,
jp-s10b-028,Pikachu,Pokemon GO Japanese,3666991,JA,EN,Pikachu #27,Pokemon Go,1.99,
jp-s10b-033,Xatu,Pokemon GO Japanese,3666997,JA,EN,Xatu #33,Pokemon Go,0.2,
jp-s10b-039,Solrock,Pokemon GO Japanese,3667003,JA,EN,Solrock #39,Pokemon Go,0.25,
jp-s10b-045,Meltan,Pokemon GO Japanese,3667009,JA,EN,Meltan #45,Pokemon Go,0.25,
jp-s10b-047,Melmetal V,Pokemon GO Japanese,3667011,JA,EN,Melmetal V #47,Pokemon Go,1.38,
jp-s10b-048,Melmetal VMAX,Pokemon GO Japanese,3667012,JA,EN,Melmetal VMAX #48,Pokemon Go,2.08,
jp-s10b-050,Dragonite VSTAR,Pokemon GO Japanese,3667014,JA,EN,Dragonite VSTAR #50,Pokemon Go,3.83,
jp-s10b-062,Pidove,Pokemon GO Japanese,3667025,JA,EN,Pidove #61,Pokemon Go,0.32,
jp-s10b-068,Candela,Pokemon GO Japanese,3667029,JA,EN,Candela #65,Pokemon Go,0.2,
jp-s10b-074,Mewtwo V,Pokemon GO Japanese,3666994,JA,EN,Mewtwo V #30,Pokemon Go,5.15,
jp-s10b-079,Slaking V,Pokemon GO Japanese,3667022,JA,EN,Slaking V #58,Pokemon Go,1.45,
jp-s10b-083,Blanche,Pokemon GO Japanese,3667028,JA,EN,Blanche #64,Pokemon Go,0.37,
jp-s10b-091,Mewtwo VSTAR,Pokemon GO Japanese,3666995,JA,EN,Mewtwo VSTAR #31,Pokemon Go,8.0,
jp-s10b-60,Bidoof Peelable Ditto,Pokemon GO Japanese,3667024,JA,EN,Bibarel #60,Pokemon Go,0.88,
jp-s10d-005,Petilil,Time Gazer,2230833,JA,EN,Castle Raptors #005,Magic Time Spiral,0.1,
jp-S12a-038,ライコウV,VSTARユニバース,2201324,JA,EN,Wanderer's Strike [Foil] #038,Magic War of the Spark,0.32,
jp-S12a-060,デオキシス,VSTARユニバース,2199139,JA,EN,Overwhelmed Apprentice #060,Magic Throne of Eldraine,0.19,
jp-S12a-076,リオル,VSTARユニバース,2208179,JA,EN,Take Inventory #76,Magic Eldritch Moon,0.5,
jp-S12a-087,ヒスイ ダイケンキVSTAR,VSTARユニバース,2205165,JA,EN,Doomed Dissenter #087,Magic Amonkhet,0.12,
jp-s1w-075,Balloon,Sword,150,JA,EN,Mausoleum Secrets #075,Magic Guilds of Ravnica,1.11,
jp-s2-030,Electrode,Rebellion Crash,2199268,JA,EN,Silverflame Ritual #030,Magic Throne of Eldraine,0.25,
jp-s2-044,Hatenna,Rebellion Crash,2219492,JA,EN,Niblis of the Breath #44,Magic Dark Ascension,0.4,
jp-s2-060,Coalossal,Rebellion Crash,2199139,JA,EN,Overwhelmed Apprentice #060,Magic Throne of Eldraine,0.19,
jp-s2-072,Scizor,Rebellion Crash,2209867,JA,EN,Lamplighter of Selhoff #072,Magic Shadows Over Innistrad,0.23,
jp-s2-085,Greedent,Rebellion Crash,2198788,JA,EN,Epic Downfall #085,Magic Throne of Eldraine,0.28,
jp-s2-096,Capture Energy,Rebellion Crash,322,JA,EN,Direct Current #096,Magic Guilds of Ravnica,0.02,
jp-s6a-063,Frozen Leaf Badge,Eevee Heroes,2199238,JA,EN,Sage of the Falls #063,Magic Throne of Eldraine,0.1,
jp-S9-072,Flygon,Star Birth,2209867,JA,EN,Lamplighter of Selhoff #072,Magic Shadows Over Innistrad,0.23,
jp-S9a-025,ケルディオ,バトルリージョン,845027,JA,EN,Flygon #025,Pokemon Promo,24.99,
jp-S9a-044,ヒスイ ジュナイパーV,バトルリージョン,2219492,JA,EN,Niblis of the Breath #44,Magic Dark Ascension,0.4,
jp-S9a-060,ブニャット,バトルリージョン,2199139,JA,EN,Overwhelmed Apprentice #060,Magic Throne of Eldraine,0.19,
jp-S9a-072,グラエナ,バトルリージョン,2209867,JA,EN,Lamplighter of Selhoff #072,Magic Shadows Over Innistrad,0.23,
jp-S9a-087,ヒスイ ダイケンキVSTAR,バトルリージョン,2205165,JA,EN,Doomed Dissenter #087,Magic Amonkhet,0.12,
jp-sb-027,Water Energy,Sword & Shield Premium Trainer Box,3969967,JA,EN,Water Energy,Pokemon Sword & Shield,0.53,
jp-sc-013,Purrloin 1st Edition Holofoil,Shiny Collection,2205194,JA,EN,Forsake the Worldly #013,Magic Amonkhet,0.25,
jp-sf-003,Voltorb,Single Strike & Rapid Strike Premium Trainer Boxes,2771116,JA,EN,Voltorb #87,Pokemon Fusion Strike,0.4,
jp-sh-007,Vulpix,Sword & Shield Family Pokémon Card Game,807308,JA,EN,Vulpix #22,Pokemon Sword & Shield,0.5,
jp-sh-015,Chewtle,Sword & Shield Family Pokémon Card Game,807035,JA,EN,Chewtle #60,Pokemon Sword & Shield,0.2,
jp-sh-028,Clobbopus,Sword & Shield Family Pokémon Card Game,807045,JA,EN,Clobbopus #111,Pokemon Sword & Shield,0.15,
jp-sh-038,Snorlax,Sword & Shield Family Pokémon Card Game,807277,JA,EN,Snorlax #140,Pokemon Sword & Shield,1.99,
jp-sm-p-104,Palossand-GX,SM-P Promos,13196297,JA,EN,Shanks [Standard Battle] P-104,One Piece Promo,,
jp-sm10b-048,Jessie and James,Sky Legend,2219545,JA,EN,Secrets of the Dead #48,Magic Dark Ascension,0.44,
jp-sm10b-061,PokéManiac,Sky Legend,2230827,JA,EN,Eternity Snare #061,Magic Time Spiral,0.05,
jp-sm11-085,Misty's Request,Miracle Twin,2198788,JA,EN,Epic Downfall #085,Magic Throne of Eldraine,0.28,https://www.pricecharting.com/game/pokemon-japanese-miracle-twins/misty%27s-favor-85
jp-sm11a-072,Professor Oak's Setting,Remix Bout,2209867,JA,EN,Lamplighter of Selhoff #072,Magic Shadows Over Innistrad,0.23,
jp-sm1m-007,Morelull,Collection Moon,5434775,JA,EN,Human [Token] #007/010,Magic Eldritch Moon,0.28,
jp-sm3n-024,Espurr,Light Consuming Darkness,961707,JA,EN,Espurr #44,Pokemon Forbidden Light,0.69,
jp-sm4a-013,Milotic,Transdimensional Beast,2205194,JA,EN,Forsake the Worldly #013,Magic Amonkhet,0.25,
jp-sm4a-038,Jangmo-o,Transdimensional Beast,2201324,JA,EN,Wanderer's Strike [Foil] #038,Magic War of the Spark,0.32,
jp-sm4a-051,Gyarados GX,Transdimensional Beast,2212568,JA,EN,Shifting Loyalties #51,Magic Fate Reforged,0.09,
jp-sm5s-055,Mysterious Fossil,Ultra Sun,2206272,JA,EN,Daring Demolition #055,Magic Aether Revolt,0.37,
jp-sm6-001,Exeggcute,Forbidden Light Japanese,961664,JA,EN,Exeggcute #1,Pokemon Forbidden Light,1.67,
jp-sm6-008,Gogoat,Forbidden Light Japanese,961673,JA,EN,Gogoat #10,Pokemon Forbidden Light,0.4,
jp-sm6-013,Braixen,Forbidden Light Japanese,961679,JA,EN,Braixen #16,Pokemon Forbidden Light,0.33,
jp-sm6-021,Clauncher,Forbidden Light Japanese,961688,JA,EN,Clauncher #25,Pokemon Forbidden Light,0.13,
jp-sm6-030,Espurr,Forbidden Light Japanese,961707,JA,EN,Espurr #44,Pokemon Forbidden Light,0.69,
jp-sm6-037,Malamar,Forbidden Light Japanese,961714,JA,EN,Malamar #51,Pokemon Forbidden Light,0.99,
jp-sm6-042,Pancham,Forbidden Light Japanese,961728,JA,EN,Pancham #65,Pokemon Forbidden Light,0.21,
jp-sm6-049,Zygarde,Forbidden Light Japanese,961734,JA,EN,Zygarde #71,Pokemon Forbidden Light,0.45,
jp-sm6-054,Pangoro,Forbidden Light Japanese,961741,JA,EN,Pangoro #78,Pokemon Forbidden Light,0.33,
jp-sm6-057,Flabebe,Forbidden Light Japanese,961746,JA,EN,Flabebe #83,Pokemon Forbidden Light,0.51,
jp-sm6-060,Florges,Forbidden Light Japanese,961749,JA,EN,Florges #86,Pokemon Forbidden Light,1.01,
jp-sm6-066,Goomy,Forbidden Light Japanese,961754,JA,EN,Goomy #91,Pokemon Forbidden Light,0.35,
jp-sm6-073,Furfrou,Forbidden Light Japanese,961762,JA,EN,Furfrou #99,Pokemon Forbidden Light,0.72,
jp-sm6-083,Mysterious Treasure,Forbidden Light Japanese,961776,JA,EN,Mysterious Treasure #113,Pokemon Forbidden Light,2.13,
jp-sm6-090,Bonnie,Forbidden Light Japanese,961766,JA,EN,Bonnie #103,Pokemon Forbidden Light,0.3,
jp-sm6-096,Zygarde-GX,Forbidden Light Japanese,961786,JA,EN,Zygarde-GX #123,Pokemon Forbidden Light,20.0,
jp-sm6-103,Greninja-GX,Forbidden Light Japanese,961766,JA,EN,Bonnie #103,Pokemon Forbidden Light,0.3,
jp-sm6-107,Ultra Necrozma-GX,Forbidden Light Japanese,961770,JA,EN,Fossil Excavation Map #107,Pokemon Forbidden Light,0.3,
jp-sm6a-048,Blaine's One-Shot,Dragon Storm,2219545,JA,EN,Secrets of the Dead #48,Magic Dark Ascension,0.44,
jp-sm6b-062,TV Reporter,Champion Road,1368341,JA,EN,Professor's Research [Reverse Holo] #062,Pokemon Champion's Path,1.25,
jp-sm7-022,Mudkip,Charisma of the Cracked Sky,2223125,JA,EN,Glory Seeker #022,Magic Rise of the Eldrazi,0.03,
jp-sm7-024,Swampert,Charisma of the Cracked Sky,2209658,JA,EN,Kor Sky Climber #024,Magic Oath of the Gatewatch,0.07,
jp-sm7-038,Spoink,Charisma of the Cracked Sky,2201324,JA,EN,Wanderer's Strike [Foil] #038,Magic War of the Spark,0.32,
jp-sm7-049,Regirock,Charisma of the Cracked Sky,2200997,JA,EN,Eternal Skylord #049,Magic War of the Spark,0.3,
jp-sm7-090,Hau,Charisma of the Cracked Sky,2209667,JA,EN,Tar Snare #090,Magic Oath of the Gatewatch,0.31,
jp-sm7-103,Tate and Lisa,Charisma of the Cracked Sky,5333211,JA,EN,Orcish Bowmasters #103,Magic Lord of the Rings,38.35,
jp-sm7-109,Rayquaza GX,Charisma of the Cracked Sky,5333217,JA,EN,Snarling Warg #109,Magic Lord of the Rings,0.35,
jp-sm7a-038,Dialga,Thunderclap Spark,2201324,JA,EN,Wanderer's Strike [Foil] #038,Magic War of the Spark,0.32,
jp-sm7a-040,Cobalion,Thunderclap Spark,2201075,JA,EN,Ashiok's Skulker #040,Magic War of the Spark,0.08,
jp-sm7a-049,Ultra Ball,Thunderclap Spark,2200997,JA,EN,Eternal Skylord #049,Magic War of the Spark,0.3,
jp-sm7a-051,Pokémon Catcher,Thunderclap Spark,2212568,JA,EN,Shifting Loyalties #51,Magic Fate Reforged,0.09,
jp-sm7a-060,Unit Energy,Thunderclap Spark,2199139,JA,EN,Overwhelmed Apprentice #060,Magic Throne of Eldraine,0.19,
jp-sm8a-048,Dangerous Drill,Dark Order,2219545,JA,EN,Secrets of the Dead #48,Magic Dark Ascension,0.44,
jp-sma-018,Togedemaru,Sun & Moon Starter Set,2208169,JA,EN,Courageous Outrider #18,Magic Eldritch Moon,0.1,
jp-sma-024,Hariyama,Sun & Moon Starter Set,807013,JA,EN,Hariyama #68,Pokemon Sun & Moon,0.21,
jp-sma-028,Krokorok,Sun & Moon Starter Set,806828,JA,EN,Krokorok #84,Pokemon Sun & Moon,0.12,
jp-sma-034,Lillipup,Sun & Moon Starter Set,806847,JA,EN,Lillipup #103,Pokemon Sun & Moon,0.1,
jp-sma-046,Switch,Sun & Moon Starter Set,806876,JA,EN,Switch #132,Pokemon Sun & Moon,0.14,
jp-sma-050,Rotom Dex,Sun & Moon Starter Set,806875,JA,EN,Rotom Dex #131,Pokemon Sun & Moon,0.26,
jp-sma-056,Hau,Sun & Moon Starter Set,806864,JA,EN,Hau #120,Pokemon Sun & Moon,0.22,
jp-smf-001,Aqua Patch,Ultra Sun & Ultra Moon Premium Trainer Box,5434774,JA,EN,Eldrazi Horror [Token] #001/010,Magic Eldritch Moon,0.3,
jp-smg-013,Revitalizer,Ultra Sun & Ultra Moon Deck Build Boxes,2205194,JA,EN,Forsake the Worldly #013,Magic Amonkhet,0.25,
jp-smg-028,Xerosic,Ultra Sun & Ultra Moon Deck Build Boxes,2205243,JA,EN,Seraph of the Suns #028,Magic Amonkhet,0.25,
jp-smg-037,Rough Seas,Ultra Sun & Ultra Moon Deck Build Boxes,2205295,JA,EN,Vizier of Deferment #037,Magic Amonkhet,0.19,
jp-smh-072,Scraggy,GX Starter Decks,2209867,JA,EN,Lamplighter of Selhoff #072,Magic Shadows Over Innistrad,0.23,
jp-smh-096,Lickitung,GX Starter Decks,322,JA,EN,Direct Current #096,Magic Guilds of Ravnica,0.02,
jp-sml-013,Psyduck,Sun & Moon Family Box,806777,JA,EN,Psyduck #28,Pokemon Sun & Moon,1.79,
jp-sml-028,Toxapex,Sun & Moon Family Box,807011,JA,EN,Toxapex #63,Pokemon Sun & Moon,0.57,
jp-sml-042,Rare Candy,Sun & Moon Family Box,2208176,JA,EN,Sigardian Priest #42,Magic Eldritch Moon,0.27,
jp-smp2-003,Ludicolo,Great Detective Pikachu,963139,JA,EN,Ludicolo #2,Pokemon Detective Pikachu,1.43,
jp-smp2-010,Psyduck,Great Detective Pikachu,963144,JA,EN,Psyduck #7,Pokemon Detective Pikachu,1.45,
jp-smp2-022,Lickitung,Great Detective Pikachu,963153,JA,EN,Lickitung #16,Pokemon Detective Pikachu,1.0,
jp-sn-003,Zeraora,Start Deck 100 CoroCoro Comic Version,13020809,JA,ZH,Zeraora #151,Pokemon Chinese Start Deck 100,,
jp-sn-009,Furfrou,Start Deck 100 CoroCoro Comic Version,13020522,JA,ZH,Furfrou #356,Pokemon Chinese Start Deck 100,,
jp-sn-013,Energy Search,Start Deck 100 CoroCoro Comic Version,13020495,JA,ZH,Energy Search #367,Pokemon Chinese Start Deck 100,,
jp-sp4-008,Psychic Energy,Eevee Heroes VMAX Special Set,762132,JA,EN,Psychic Energy #131,Pokemon Gym Heroes,1.59,
jp-sv-p-104,Basic Psychic Energy,SV-P Promos,13196297,JA,EN,Shanks [Standard Battle] P-104,One Piece Promo,,
jp-SV10-087,Team Rocket's Pester-Bot,Glory of Team Rocket,2205165,JA,EN,Doomed Dissenter #087,Magic Amonkhet,0.12,
jp-SV11B-002,Servine,Black Bolt Japanese,10031478,JA,EN,Servine #2,Pokemon Black Bolt,0.19,
jp-SV11B-007,Lilligant,Black Bolt Japanese,10031483,JA,EN,Lilligant #7,Pokemon Black Bolt,0.2,
jp-SV11B-013,Darumaka,Black Bolt Japanese,10031489,JA,EN,Darumaka #13,Pokemon Black Bolt,0.03,
jp-SV11B-018,Larvesta,Black Bolt Japanese,10031491,JA,EN,Larvesta #15,Pokemon Black Bolt,0.17,
jp-SV11B-023,Palpitoad,Black Bolt Japanese,10031588,JA,EN,Palpitoad #104,Pokemon Black Bolt,13.5,
jp-SV11B-029,Beartic,Black Bolt Japanese,10031609,JA,EN,Beartic #110,Pokemon Black Bolt,8.35,
jp-SV11B-034,Eelektrik,Black Bolt Japanese,10031617,JA,EN,Eelektrik #114,Pokemon Black Bolt,19.99,
jp-SV11B-040,Solosis,Black Bolt Japanese,10031624,JA,EN,Solosis #118,Pokemon Black Bolt,30.0,
jp-SV11B-046,Golurk,Black Bolt Japanese,10031633,JA,EN,Golurk #123,Pokemon Black Bolt,9.99,
jp-SV11B-051,Gurdurr,Black Bolt Japanese,10031639,JA,EN,Gurdurr #126,Pokemon Black Bolt,9.62,
jp-SV11B-056,Landorus,Black Bolt Japanese,10031658,JA,EN,Landorus #131,Pokemon Black Bolt,23.0,
jp-SV11B-070,Axew,Black Bolt Japanese,10031694,JA,EN,Axew #145,Pokemon Black Bolt,17.51,
jp-SV11B-077,Minccino,Black Bolt Japanese,10031713,JA,EN,Minccino #152,Pokemon Black Bolt,22.63,
jp-SV11B-082,Air Balloon,Black Bolt Japanese,10031679,JA,EN,Air Balloon #79,Pokemon Black Bolt,0.73,
jp-SV11B-088,Servine,Black Bolt Japanese,10031478,JA,EN,Servine #2,Pokemon Black Bolt,0.19,
jp-SV11B-093,Maractus,Black Bolt Japanese,10031484,JA,EN,Maractus #8,Pokemon Black Bolt,0.15,
jp-SV11B-100,Litwick,Black Bolt Japanese,10031745,JA,EN,Volcarona #100,Pokemon Black Bolt,46.61,
jp-SV11B-106,Simipour,Black Bolt Japanese,10031600,JA,EN,Tirtouga #106,Pokemon Black Bolt,25.0,
jp-SV11B-111,Carracosta,Black Bolt Japanese,10031612,JA,EN,Cryogonal #111,Pokemon Black Bolt,6.73,
jp-SV11B-115,Cryogonal,Black Bolt Japanese,10031619,JA,EN,Eelektross #115,Pokemon Black Bolt,30.78,
jp-SV11B-116,Emolga,Black Bolt Japanese,10031623,JA,EN,Munna #116,Pokemon Black Bolt,15.0,
jp-SV11B-117,Tynamo,Black Bolt Japanese,10031622,JA,EN,Musharna #117,Pokemon Black Bolt,8.51,
jp-SV11B-118,Eelektrik,Black Bolt Japanese,10031624,JA,EN,Solosis #118,Pokemon Black Bolt,30.0,
jp-SV11B-119,Eelektross,Black Bolt Japanese,10031625,JA,EN,Duosion #119,Pokemon Black Bolt,12.49,
jp-SV11B-123,Solosis,Black Bolt Japanese,10031633,JA,EN,Golurk #123,Pokemon Black Bolt,9.99,
jp-SV11B-130,Drilbur,Black Bolt Japanese,10031656,JA,EN,Crustle #130,Pokemon Black Bolt,5.75,
jp-SV11B-134,Throh,Black Bolt Japanese,10031666,JA,EN,Scolipede #134,Pokemon Black Bolt,21.53,
jp-SV11B-139,Whirlipede,Black Bolt Japanese,10031677,JA,EN,Klink #139,Pokemon Black Bolt,6.51,
jp-SV11B-145,Mandibuzz,Black Bolt Japanese,10031694,JA,EN,Axew #145,Pokemon Black Bolt,17.51,
jp-SV11B-151,Fraxure,Black Bolt Japanese,10031711,JA,EN,Audino #151,Pokemon Black Bolt,35.79,
jp-SV11B-156,Audino,Black Bolt Japanese,10031729,JA,EN,Serperior ex #156,Pokemon Black Bolt,2.43,
jp-SV11B-161,Zekrom ex,Black Bolt Japanese,10031744,JA,EN,Genesect ex #161,Pokemon Black Bolt,2.0,
jp-SV11B-168,Kyurem ex,Black Bolt Japanese,10031757,JA,EN,Excadrill ex #168,Pokemon Black Bolt,21.51,
jp-SV11B-172,Genesect ex,Black Bolt Japanese,10031762,JA,EN,Zekrom ex #172,Pokemon Black Bolt,563.12,
jp-SV1S-075,Team Star Grunts,Scarlet ex,150,JA,EN,Mausoleum Secrets #075,Magic Guilds of Ravnica,1.11,https://www.pricecharting.com/game/pokemon-japanese-scarlet-ex/team-star-grunt-75
jp-SV2a-013,ビードル,ポケモンカード151,2205194,JA,EN,Forsake the Worldly #013,Magic Amonkhet,0.25,
jp-SV2a-023,アーボ,ポケモンカード151,845025,JA,EN,Metang #023,Pokemon Promo,495.28,
jp-SV2a-039,プリン,ポケモンカード151,2212608,JA,EN,Lotus Path Djinn #39,Magic Fate Reforged,0.03,
jp-SV2a-055,ゴルダック,ポケモンカード151,2206272,JA,EN,Daring Demolition #055,Magic Aether Revolt,0.37,
jp-SV2a-075,ゴローン,ポケモンカード151,150,JA,EN,Mausoleum Secrets #075,Magic Guilds of Ravnica,1.11,
jp-SV2a-092,ゴース,ポケモンカード151,2212593,JA,EN,Bathe in Dragonfire #92,Magic Fate Reforged,0.07,
jp-SV2a-102,タマタマ,ポケモンカード151,8709071,JA,ZH,Exeggcute #102,Pokemon Chinese 151 Collect,0.5,
jp-SV2a-109,ドガース,ポケモンカード151,8709092,JA,ZH,Koffing #109,Pokemon Chinese 151 Collect,4.72,
jp-SV2a-115,ガルーラex,ポケモンカード151,8709110,JA,ZH,Kangaskhan EX #115,Pokemon Chinese 151 Collect,5.06,
jp-SV2a-122,バリヤード,ポケモンカード151,8709129,JA,ZH,Mr. Mime #122,Pokemon Chinese 151 Collect,1.99,
jp-SV2a-137,ポリゴン,ポケモンカード151,8709173,JA,ZH,Porygon #137,Pokemon Chinese 151 Collect,13.95,
jp-SV2a-142,プテラ,ポケモンカード151,8709188,JA,ZH,Aerodactyl #142,Pokemon Chinese 151 Collect,4.39,
jp-SV2a-150,ミュウツー,ポケモンカード151,8709211,JA,ZH,Mewtwo #150,Pokemon Chinese 151 Collect,3.7,
jp-SV2a-155,古びたこうらの化石,ポケモンカード151,8710101,JA,ZH,Raichu #155,Pokemon Chinese 151 Collect,4.91,
jp-SV2a-163,ナナミの手助け,ポケモンカード151,8710109,JA,ZH,Dodrio #163,Pokemon Chinese 151 Collect,3.12,
